Date,Time,Total_Wind_Power(MWh)
20170901,1,1572.103
20170901,2,1361.891
20170901,3,1192.727
20170901,4,1114.476
20170901,5,1075.876
20170901,6,1075.265
20170901,7,992.587
20170901,8,816.192
20170901,9,720.537
20170901,10,657.477
20170901,11,681.2
20170901,12,650.106
20170901,13,706.324
20170901,14,758.215
20170901,15,769.114
20170901,16,813.536
20170901,17,872.34
20170901,18,824.24
20170901,19,853.726
20170901,20,1008.726
20170901,21,1111.249
20170901,22,1317.873
20170901,23,1482.172
20170901,0,1450.175
20170902,1,1523.051
20170902,2,1587.852
20170902,3,1553.689
20170902,4,1540.212
20170902,5,1594.761
20170902,6,1581.002
20170902,7,1667.938
20170902,8,1566.801
20170902,9,1542.988
20170902,10,1502.164
20170902,11,1534.351
20170902,12,1505.992
20170902,13,1375.338
20170902,14,1393.011
20170902,15,1459.737
20170902,16,1403.812
20170902,17,1203.412
20170902,18,1031.448
20170902,19,991.201
20170902,20,852.413
20170902,21,894.815
20170902,22,971.092
20170902,23,1064.203
20170902,0,902.554
20170903,1,1039.639
20170903,2,1105.693
20170903,3,1196.401
20170903,4,1210.516
20170903,5,1195.155
20170903,6,1188.665
20170903,7,1160.364
20170903,8,1035.602
20170903,9,846.678
20170903,10,822.828
20170903,11,831.673
20170903,12,869.163
20170903,13,985.851
20170903,14,1047.352
20170903,15,1124.826
20170903,16,1181.465
20170903,17,1244.44
20170903,18,1128.501
20170903,19,1070.95
20170903,20,1043.416
20170903,21,1165.467
20170903,22,1325.082
20170903,23,1465.815
20170903,0,1444.911
20170904,1,1411.214
20170904,2,1440.402
20170904,3,1520.776
20170904,4,1611.979
20170904,5,1743.702
20170904,6,1920.575
20170904,7,1988.138
20170904,8,1952.102
20170904,9,1808.088
20170904,10,1847.45
20170904,11,1946.588
20170904,12,2085.462
20170904,13,2128.761
20170904,14,2138.487
20170904,15,2303.762
20170904,16,2376.687
20170904,17,2307.941
20170904,18,2225.506
20170904,19,2190.601
20170904,20,2285.05
20170904,21,2484.889
20170904,22,2642.055
20170904,23,2625.538
20170904,0,2438.253
20170905,1,2606.212
20170905,2,2449.588
20170905,3,2318.014
20170905,4,2334.336
20170905,5,2461.091
20170905,6,2422.84
20170905,7,2202.916
20170905,8,1981.329
20170905,9,1691.553
20170905,10,1555.287
20170905,11,1428.318
20170905,12,1314.089
20170905,13,1248.302
20170905,14,1153.124
20170905,15,931.348
20170905,16,837.915
20170905,17,802.664
20170905,18,750.865
20170905,19,702.688
20170905,20,643.763
20170905,21,612.0
20170905,22,542.786
20170905,23,437.973
20170905,0,340.282
20170906,1,295.671
20170906,2,277.334
20170906,3,224.844
20170906,4,233.621
20170906,5,243.895
20170906,6,215.962
20170906,7,246.125
20170906,8,254.395
20170906,9,230.936
20170906,10,191.832
20170906,11,188.419
20170906,12,176.607
20170906,13,166.407
20170906,14,161.233
20170906,15,176.083
20170906,16,200.422
20170906,17,200.337
20170906,18,276.886
20170906,19,440.089
20170906,20,680.162
20170906,21,959.451
20170906,22,1345.739
20170906,23,1494.866
20170906,0,1793.861
20170907,1,2176.216
20170907,2,2450.139
20170907,3,2868.511
20170907,4,3167.45
20170907,5,3316.29
20170907,6,3264.664
20170907,7,3493.902
20170907,8,3608.054
20170907,9,3647.589
20170907,10,3650.241
20170907,11,3551.9
20170907,12,3466.491
20170907,13,3261.012
20170907,14,3071.051
20170907,15,2895.628
20170907,16,2642.6
20170907,17,2436.198
20170907,18,2160.411
20170907,19,1789.359
20170907,20,1716.299
20170907,21,1678.813
20170907,22,1692.418
20170907,23,1763.55
20170907,0,1846.762
20170908,1,1715.968
20170908,2,1651.153
20170908,3,1634.265
20170908,4,1610.099
20170908,5,1657.803
20170908,6,1804.239
20170908,7,1880.689
20170908,8,1709.339
20170908,9,1349.49
20170908,10,1149.277
20170908,11,1197.237
20170908,12,1439.04
20170908,13,1839.965
20170908,14,1993.168
20170908,15,2135.602
20170908,16,2199.591
20170908,17,2173.41
20170908,18,2011.413
20170908,19,2104.053
20170908,20,2437.468
20170908,21,2723.265
20170908,22,2836.005
20170908,23,2998.675
20170908,0,2869.491
20170909,1,2606.75
20170909,2,2632.874
20170909,3,2619.815
20170909,4,2598.529
20170909,5,2566.427
20170909,6,2458.026
20170909,7,2478.724
20170909,8,2378.387
20170909,9,1939.351
20170909,10,1573.063
20170909,11,1426.652
20170909,12,1561.964
20170909,13,1632.238
20170909,14,1676.589
20170909,15,1698.491
20170909,16,1811.566
20170909,17,1753.548
20170909,18,1562.052
20170909,19,1476.601
20170909,20,1675.937
20170909,21,1763.052
20170909,22,1732.538
20170909,23,1526.123
20170909,0,1442.351
20170910,1,1266.125
20170910,2,1181.939
20170910,3,1054.301
20170910,4,870.654
20170910,5,753.714
20170910,6,693.085
20170910,7,604.352
20170910,8,553.85
20170910,9,404.81
20170910,10,289.224
20170910,11,248.107
20170910,12,357.45
20170910,13,441.161
20170910,14,539.762
20170910,15,528.053
20170910,16,588.163
20170910,17,546.674
20170910,18,554.151
20170910,19,494.563
20170910,20,554.835
20170910,21,752.263
20170910,22,945.826
20170910,23,1037.001
20170910,0,1121.926
20170911,1,1063.838
20170911,2,998.099
20170911,3,954.701
20170911,4,911.199
20170911,5,928.389
20170911,6,913.777
20170911,7,981.714
20170911,8,950.575
20170911,9,810.989
20170911,10,765.878
20170911,11,755.999
20170911,12,909.539
20170911,13,1061.877
20170911,14,1227.529
20170911,15,1224.089
20170911,16,1038.876
20170911,17,799.502
20170911,18,647.799
20170911,19,671.226
20170911,20,905.899
20170911,21,1182.627
20170911,22,1237.275
20170911,23,1310.803
20170911,0,1421.616
20170912,1,1440.715
20170912,2,1377.976
20170912,3,1399.205
20170912,4,1402.289
20170912,5,1290.451
20170912,6,1223.917
20170912,7,1178.577
20170912,8,989.146
20170912,9,643.549
20170912,10,447.973
20170912,11,387.377
20170912,12,465.936
20170912,13,589.215
20170912,14,647.517
20170912,15,639.051
20170912,16,727.451
20170912,17,840.277
20170912,18,884.066
20170912,19,884.228
20170912,20,1046.203
20170912,21,1329.316
20170912,22,1553.464
20170912,23,1725.916
20170912,0,1829.244
20170913,1,1973.502
20170913,2,1932.502
20170913,3,1947.093
20170913,4,2041.266
20170913,5,2010.639
20170913,6,1968.075
20170913,7,1946.189
20170913,8,1863.73
20170913,9,1560.978
20170913,10,1646.712
20170913,11,2226.866
20170913,12,2914.451
20170913,13,3322.951
20170913,14,3814.94
20170913,15,4051.85
20170913,16,4183.412
20170913,17,4334.591
20170913,18,4303.238
20170913,19,4306.612
20170913,20,4309.052
20170913,21,4308.479
20170913,22,4540.189
20170913,23,4677.624
20170913,0,4763.477
20170914,1,4728.425
20170914,2,4614.063
20170914,3,4650.037
20170914,4,4546.526
20170914,5,4355.465
20170914,6,4164.804
20170914,7,4062.973
20170914,8,3874.638
20170914,9,3758.176
20170914,10,3832.574
20170914,11,3892.602
20170914,12,3849.561
20170914,13,3859.303
20170914,14,3839.215
20170914,15,3931.367
20170914,16,3914.927
20170914,17,3959.431
20170914,18,3856.816
20170914,19,3579.639
20170914,20,3458.579
20170914,21,3370.602
20170914,22,3451.654
20170914,23,3525.75
20170914,0,3508.341
20170915,1,3428.84
20170915,2,3532.603
20170915,3,3526.45
20170915,4,3581.913
20170915,5,3678.163
20170915,6,3618.678
20170915,7,3552.992
20170915,8,3505.962
20170915,9,3415.724
20170915,10,3573.828
20170915,11,3527.663
20170915,12,3486.465
20170915,13,3189.425
20170915,14,2898.514
20170915,15,2743.779
20170915,16,2449.291
20170915,17,1925.148
20170915,18,1476.475
20170915,19,1202.151
20170915,20,1364.763
20170915,21,1595.978
20170915,22,1782.013
20170915,23,1935.666
20170915,0,1963.278
20170916,1,1746.7
20170916,2,1633.592
20170916,3,1558.889
20170916,4,1410.026
20170916,5,1209.765
20170916,6,950.551
20170916,7,795.65
20170916,8,665.387
20170916,9,333.55
20170916,10,136.597
20170916,11,124.447
20170916,12,210.875
20170916,13,288.362
20170916,14,213.0
20170916,15,169.75
20170916,16,163.986
20170916,17,144.037
20170916,18,164.013
20170916,19,241.963
20170916,20,255.624
20170916,21,234.623
20170916,22,239.009
20170916,23,179.574
20170916,0,147.948
20170917,1,150.208
20170917,2,148.945
20170917,3,150.494
20170917,4,147.148
20170917,5,177.733
20170917,6,144.932
20170917,7,95.695
20170917,8,75.935
20170917,9,61.817
20170917,10,31.83
20170917,11,40.579
20170917,12,69.268
20170917,13,103.994
20170917,14,131.662
20170917,15,227.775
20170917,16,291.772
20170917,17,384.724
20170917,18,503.665
20170917,19,593.749
20170917,20,847.567
20170917,21,1003.252
20170917,22,1287.901
20170917,23,1522.05
20170917,0,1617.154
20170918,1,2041.629
20170918,2,2431.501
20170918,3,2651.228
20170918,4,2944.967
20170918,5,3105.023
20170918,6,3179.94
20170918,7,3356.778
20170918,8,3380.254
20170918,9,3187.499
20170918,10,3007.729
20170918,11,2980.951
20170918,12,2992.151
20170918,13,2868.663
20170918,14,2701.184
20170918,15,2461.501
20170918,16,2296.389
20170918,17,1862.941
20170918,18,1367.69
20170918,19,1041.9
20170918,20,1071.877
20170918,21,1094.313
20170918,22,1082.764
20170918,23,1139.252
20170918,0,1075.176
20170919,1,1002.313
20170919,2,935.254
20170919,3,905.414
20170919,4,839.151
20170919,5,843.951
20170919,6,861.225
20170919,7,774.14
20170919,8,660.687
20170919,9,421.761
20170919,10,230.673
20170919,11,256.438
20170919,12,434.448
20170919,13,557.5
20170919,14,493.149
20170919,15,360.614
20170919,16,270.022
20170919,17,249.311
20170919,18,205.597
20170919,19,176.362
20170919,20,184.674
20170919,21,216.419
20170919,22,258.915
20170919,23,289.388
20170919,0,340.437
20170920,1,397.741
20170920,2,412.637
20170920,3,412.811
20170920,4,462.462
20170920,5,478.099
20170920,6,398.95
20170920,7,403.575
20170920,8,428.436
20170920,9,336.85
20170920,10,200.784
20170920,11,160.625
20170920,12,194.425
20170920,13,211.301
20170920,14,242.621
20170920,15,276.786
20170920,16,238.012
20170920,17,231.249
20170920,18,214.963
20170920,19,270.786
20170920,20,358.012
20170920,21,447.611
20170920,22,488.876
20170920,23,512.286
20170920,0,626.488
20170921,1,711.924
20170921,2,793.703
20170921,3,864.19
20170921,4,951.215
20170921,5,1190.799
20170921,6,1318.478
20170921,7,1514.101
20170921,8,1540.451
20170921,9,1292.762
20170921,10,951.689
20170921,11,917.073
20170921,12,1123.051
20170921,13,1364.252
20170921,14,1537.739
20170921,15,1646.678
20170921,16,1745.901
20170921,17,1814.838
20170921,18,1875.763
20170921,19,1807.55
20170921,20,1713.729
20170921,21,1706.04
20170921,22,1481.276
20170921,23,1374.451
20170921,0,1092.325
20170922,1,1009.166
20170922,2,904.825
20170922,3,857.973
20170922,4,936.152
20170922,5,824.425
20170922,6,734.81
20170922,7,622.013
20170922,8,475.752
20170922,9,414.673
20170922,10,326.909
20170922,11,290.17
20170922,12,261.683
20170922,13,239.943
20170922,14,274.421
20170922,15,255.996
20170922,16,293.001
20170922,17,327.237
20170922,18,315.6
20170922,19,312.873
20170922,20,389.784
20170922,21,458.883
20170922,22,505.471
20170922,23,579.273
20170922,0,668.098
20170923,1,786.739
20170923,2,891.837
20170923,3,971.611
20170923,4,1109.951
20170923,5,1172.441
20170923,6,1213.05
20170923,7,1140.801
20170923,8,1119.924
20170923,9,1082.936
20170923,10,1055.651
20170923,11,1117.402
20170923,12,1095.712
20170923,13,1101.729
20170923,14,1201.466
20170923,15,1129.914
20170923,16,1090.426
20170923,17,968.315
20170923,18,976.615
20170923,19,1038.752
20170923,20,1083.926
20170923,21,1186.704
20170923,22,1322.939
20170923,23,1231.015
20170923,0,1074.151
20170924,1,1129.901
20170924,2,1141.253
20170924,3,1059.014
20170924,4,992.06
20170924,5,904.864
20170924,6,859.44
20170924,7,906.81
20170924,8,875.236
20170924,9,713.066
20170924,10,531.941
20170924,11,551.164
20170924,12,785.475
20170924,13,728.999
20170924,14,576.649
20170924,15,478.922
20170924,16,457.713
20170924,17,529.048
20170924,18,614.976
20170924,19,868.825
20170924,20,1204.54
20170924,21,1334.949
20170924,22,1441.118
20170924,23,1513.589
20170924,0,1407.788
20170925,1,1414.926
20170925,2,1498.806
20170925,3,1620.84
20170925,4,1526.139
20170925,5,1601.764
20170925,6,1586.603
20170925,7,1603.614
20170925,8,1683.375
20170925,9,1581.087
20170925,10,1485.948
20170925,11,1512.524
20170925,12,1556.115
20170925,13,1387.425
20170925,14,1366.812
20170925,15,1415.915
20170925,16,1340.775
20170925,17,1195.826
20170925,18,1116.738
20170925,19,1272.287
20170925,20,1438.026
20170925,21,1593.952
20170925,22,1700.053
20170925,23,1707.927
20170925,0,1743.229
20170926,1,1663.574
20170926,2,1538.612
20170926,3,1448.227
20170926,4,1297.723
20170926,5,1248.177
20170926,6,1278.45
20170926,7,1222.976
20170926,8,1217.077
20170926,9,868.624
20170926,10,694.623
20170926,11,651.088
20170926,12,685.236
20170926,13,759.837
20170926,14,790.778
20170926,15,849.965
20170926,16,930.84
20170926,17,912.59
20170926,18,1017.163
20170926,19,1340.026
20170926,20,1702.565
20170926,21,2048.178
20170926,22,2165.989
20170926,23,2138.441
20170926,0,2093.041
20170927,1,2111.05
20170927,2,1995.25
20170927,3,1974.401
20170927,4,1914.488
20170927,5,1876.002
20170927,6,1925.001
20170927,7,1928.297
20170927,8,1848.3
20170927,9,1400.351
20170927,10,1000.689
20170927,11,981.21
20170927,12,1440.064
20170927,13,2214.951
20170927,14,2457.64
20170927,15,2433.363
20170927,16,2486.062
20170927,17,2495.002
20170927,18,2296.074
20170927,19,2536.088
20170927,20,3013.854
20170927,21,3315.203
20170927,22,3242.391
20170927,23,3168.752
20170927,0,3046.364
20170928,1,2887.492
20170928,2,2740.839
20170928,3,2604.864
20170928,4,2592.685
20170928,5,2597.202
20170928,6,2526.342
20170928,7,2527.388
20170928,8,2324.951
20170928,9,1801.018
20170928,10,1483.076
20170928,11,1715.592
20170928,12,2275.677
20170928,13,2483.701
20170928,14,2350.113
20170928,15,2149.066
20170928,16,2002.85
20170928,17,1753.766
20170928,18,1635.279
20170928,19,2016.441
20170928,20,2576.561
20170928,21,2853.403
20170928,22,2867.301
20170928,23,2743.001
20170928,0,2620.44
20170929,1,2398.674
20170929,2,2201.342
20170929,3,1988.915
20170929,4,1920.451
20170929,5,1901.822
20170929,6,1895.99
20170929,7,1892.543
20170929,8,1805.702
20170929,9,1200.728
20170929,10,736.315
20170929,11,837.888
20170929,12,1328.576
20170929,13,1553.952
20170929,14,1484.061
20170929,15,1450.664
20170929,16,1463.865
20170929,17,1419.589
20170929,18,1264.517
20170929,19,1477.834
20170929,20,2053.061
20170929,21,2253.2
20170929,22,2379.15
20170929,23,2372.0
20170929,0,2272.578
20170930,1,2208.5
20170930,2,2138.612
20170930,3,2028.704
20170930,4,1946.152
20170930,5,1879.85
20170930,6,1897.381
20170930,7,1918.362
20170930,8,1802.974
20170930,9,1400.038
20170930,10,997.163
20170930,11,1008.651
20170930,12,1385.326
20170930,13,1550.151
20170930,14,1541.527
20170930,15,1654.404
20170930,16,1782.325
20170930,17,1768.268
20170930,18,1711.375
20170930,19,2203.848
20170930,20,2855.965
20170930,21,3247.391
20170930,22,3306.54
20170930,23,3179.651
20170930,0,3023.702
