Data;Godzina;Sumaryczna generacja Ÿróde³ wiatrowych [MWh];
20160301;1;2287,139;
20160301;2;2167,687;
20160301;3;2106,828;
20160301;4;2031,923;
20160301;5;1856,423;
20160301;6;1728,161;
20160301;7;1746,137;
20160301;8;1709,538;
20160301;9;1491,863;
20160301;10;1295,060;
20160301;11;922,799;
20160301;12;674,955;
20160301;13;575,913;
20160301;14;561,403;
20160301;15;540,937;
20160301;16;547,765;
20160301;17;530,735;
20160301;18;504,758;
20160301;19;448,722;
20160301;20;471,423;
20160301;21;522,139;
20160301;22;573,174;
20160301;23;670,998;
20160301;24;779,865;
20160302;1;770,977;
20160302;2;757,952;
20160302;3;777,376;
20160302;4;774,616;
20160302;5;843,300;
20160302;6;883,837;
20160302;7;1015,664;
20160302;8;1120,303;
20160302;9;1244,841;
20160302;10;1333,427;
20160302;11;1402,617;
20160302;12;1476,511;
20160302;13;1606,699;
20160302;14;1693,502;
20160302;15;1737,642;
20160302;16;1705,612;
20160302;17;1722,675;
20160302;18;1737,039;
20160302;19;1755,189;
20160302;20;1748,404;
20160302;21;1564,226;
20160302;22;1315,899;
20160302;23;1036,850;
20160302;24;804,288;
20160303;1;636,153;
20160303;2;455,775;
20160303;3;406,123;
20160303;4;336,485;
20160303;5;279,321;
20160303;6;287,633;
20160303;7;358,410;
20160303;8;397,109;
20160303;9;350,172;
20160303;10;303,461;
20160303;11;287,225;
20160303;12;293,922;
20160303;13;269,562;
20160303;14;237,509;
20160303;15;240,135;
20160303;16;270,210;
20160303;17;311,846;
20160303;18;394,574;
20160303;19;483,944;
20160303;20;507,971;
20160303;21;464,113;
20160303;22;446,086;
20160303;23;411,112;
20160303;24;393,937;
20160304;1;379,561;
20160304;2;391,236;
20160304;3;375,249;
20160304;4;366,873;
20160304;5;316,597;
20160304;6;323,609;
20160304;7;307,987;
20160304;8;241,283;
20160304;9;196,645;
20160304;10;115,634;
20160304;11;90,618;
20160304;12;70,655;
20160304;13;59,695;
20160304;14;50,973;
20160304;15;39,559;
20160304;16;86,088;
20160304;17;161,087;
20160304;18;292,901;
20160304;19;498,987;
20160304;20;701,551;
20160304;21;799,375;
20160304;22;922,225;
20160304;23;1086,803;
20160304;24;1176,465;
20160305;1;1206,450;
20160305;2;1154,900;
20160305;3;1163,102;
20160305;4;1216,039;
20160305;5;1349,102;
20160305;6;1307,591;
20160305;7;1291,037;
20160305;8;1359,299;
20160305;9;1433,387;
20160305;10;1408,176;
20160305;11;1361,327;
20160305;12;1424,414;
20160305;13;1689,838;
20160305;14;1789,277;
20160305;15;1952,954;
20160305;16;1903,687;
20160305;17;1772,015;
20160305;18;1722,625;
20160305;19;1719,900;
20160305;20;1660,027;
20160305;21;1697,789;
20160305;22;1636,240;
20160305;23;1600,460;
20160305;24;1503,102;
20160306;1;1391,750;
20160306;2;1425,153;
20160306;3;1479,635;
20160306;4;1467,051;
20160306;5;1476,716;
20160306;6;1485,811;
20160306;7;1506,097;
20160306;8;1483,638;
20160306;9;1435,365;
20160306;10;1299,687;
20160306;11;1254,940;
20160306;12;1304,661;
20160306;13;1444,762;
20160306;14;1557,462;
20160306;15;1726,787;
20160306;16;1706,714;
20160306;17;1670,190;
20160306;18;1843,575;
20160306;19;1946,314;
20160306;20;1872,352;
20160306;21;1786,426;
20160306;22;1800,628;
20160306;23;1731,567;
20160306;24;1565,340;
20160307;1;1392,663;
20160307;2;1189,237;
20160307;3;989,926;
20160307;4;812,272;
20160307;5;802,399;
20160307;6;864,777;
20160307;7;873,904;
20160307;8;716,463;
20160307;9;475,798;
20160307;10;279,237;
20160307;11;254,661;
20160307;12;242,256;
20160307;13;246,395;
20160307;14;206,973;
20160307;15;158,961;
20160307;16;125,473;
20160307;17;111,184;
20160307;18;143,036;
20160307;19;186,494;
20160307;20;152,670;
20160307;21;150,832;
20160307;22;174,283;
20160307;23;189,508;
20160307;24;165,432;
20160308;1;175,920;
20160308;2;194,187;
20160308;3;283,324;
20160308;4;384,921;
20160308;5;433,885;
20160308;6;557,847;
20160308;7;584,446;
20160308;8;518,022;
20160308;9;483,634;
20160308;10;349,194;
20160308;11;315,556;
20160308;12;371,632;
20160308;13;415,861;
20160308;14;394,186;
20160308;15;379,848;
20160308;16;347,423;
20160308;17;291,873;
20160308;18;246,521;
20160308;19;266,695;
20160308;20;299,987;
20160308;21;294,677;
20160308;22;284,772;
20160308;23;327,811;
20160308;24;446,327;
20160309;1;480,199;
20160309;2;455,624;
20160309;3;457,165;
20160309;4;473,476;
20160309;5;449,898;
20160309;6;377,175;
20160309;7;396,299;
20160309;8;353,013;
20160309;9;338,147;
20160309;10;296,209;
20160309;11;251,022;
20160309;12;249,633;
20160309;13;285,021;
20160309;14;379,561;
20160309;15;381,153;
20160309;16;506,513;
20160309;17;583,375;
20160309;18;705,779;
20160309;19;874,150;
20160309;20;1039,601;
20160309;21;1124,574;
20160309;22;1136,190;
20160309;23;1121,314;
20160309;24;1008,524;
20160310;1;1006,686;
20160310;2;954,679;
20160310;3;950,162;
20160310;4;1011,764;
20160310;5;1025,916;
20160310;6;984,537;
20160310;7;911,065;
20160310;8;862,263;
20160310;9;711,638;
20160310;10;597,268;
20160310;11;641,613;
20160310;12;607,050;
20160310;13;530,012;
20160310;14;538,499;
20160310;15;592,462;
20160310;16;725,725;
20160310;17;839,728;
20160310;18;931,386;
20160310;19;1015,278;
20160310;20;1027,463;
20160310;21;930,586;
20160310;22;829,539;
20160310;23;770,104;
20160310;24;678,390;
20160311;1;669,141;
20160311;2;630,640;
20160311;3;632,574;
20160311;4;640,640;
20160311;5;735,087;
20160311;6;815,513;
20160311;7;738,276;
20160311;8;721,291;
20160311;9;687,814;
20160311;10;738,875;
20160311;11;879,864;
20160311;12;959,311;
20160311;13;985,367;
20160311;14;977,401;
20160311;15;1009,402;
20160311;16;961,936;
20160311;17;1018,648;
20160311;18;1020,951;
20160311;19;1090,940;
20160311;20;1151,364;
20160311;21;1093,048;
20160311;22;948,452;
20160311;23;881,224;
20160311;24;796,252;
20160312;1;716,787;
20160312;2;721,089;
20160312;3;855,875;
20160312;4;953,838;
20160312;5;1009,838;
20160312;6;1001,451;
20160312;7;949,550;
20160312;8;894,738;
20160312;9;894,204;
20160312;10;861,835;
20160312;11;802,400;
20160312;12;765,587;
20160312;13;849,322;
20160312;14;910,463;
20160312;15;961,465;
20160312;16;1022,126;
20160312;17;1027,619;
20160312;18;984,253;
20160312;19;921,125;
20160312;20;851,752;
20160312;21;834,853;
20160312;22;811,392;
20160312;23;789,688;
20160312;24;727,189;
