Date,Time,Total_Wind_Power(MWh)
20161201,1,2917.123
20161201,2,2756.175
20161201,3,2574.14
20161201,4,2323.637
20161201,5,2262.866
20161201,6,2074.615
20161201,7,1916.464
20161201,8,1782.938
20161201,9,1703.752
20161201,10,1622.155
20161201,11,1771.877
20161201,12,1891.876
20161201,13,1989.29
20161201,14,2217.776
20161201,15,2439.496
20161201,16,2632.339
20161201,17,2784.011
20161201,18,3073.662
20161201,19,3254.162
20161201,20,3405.114
20161201,21,3490.176
20161201,22,3588.213
20161201,23,3621.886
20161201,0,3570.75
20161202,1,3742.839
20161202,2,3716.127
20161202,3,3734.189
20161202,4,3791.964
20161202,5,3914.677
20161202,6,3761.475
20161202,7,3404.876
20161202,8,3171.715
20161202,9,2841.641
20161202,10,2606.861
20161202,11,2738.414
20161202,12,2847.902
20161202,13,3041.778
20161202,14,3128.002
20161202,15,3191.616
20161202,16,2991.555
20161202,17,2902.575
20161202,18,3129.764
20161202,19,3337.351
20161202,20,3255.375
20161202,21,3198.366
20161202,22,3214.002
20161202,23,3289.129
20161202,0,3284.329
20161203,1,3206.503
20161203,2,3031.013
20161203,3,2760.787
20161203,4,2536.788
20161203,5,2340.914
20161203,6,2119.677
20161203,7,2033.689
20161203,8,2046.692
20161203,9,1928.766
20161203,10,1816.45
20161203,11,1529.803
20161203,12,1354.166
20161203,13,1472.29
20161203,14,1693.163
20161203,15,1931.426
20161203,16,2121.327
20161203,17,2418.814
20161203,18,2620.577
20161203,19,2752.464
20161203,20,2708.402
20161203,21,2672.426
20161203,22,2459.138
20161203,23,2162.127
20161203,0,1920.438
20161204,1,1699.529
20161204,2,1508.813
20161204,3,1251.489
20161204,4,1088.651
20161204,5,932.702
20161204,6,827.237
20161204,7,649.265
20161204,8,502.473
20161204,9,405.735
20161204,10,304.939
20161204,11,243.223
20161204,12,252.25
20161204,13,300.997
20161204,14,413.353
20161204,15,448.225
20161204,16,504.837
20161204,17,615.022
20161204,18,768.735
20161204,19,907.76
20161204,20,936.659
20161204,21,1084.086
20161204,22,1234.062
20161204,23,1292.825
20161204,0,1445.076
20161205,1,1580.436
20161205,2,1629.362
20161205,3,1775.738
20161205,4,1929.439
20161205,5,2064.634
20161205,6,2119.825
20161205,7,2107.553
20161205,8,2194.214
20161205,9,2295.166
20161205,10,2308.238
20161205,11,2233.214
20161205,12,2264.684
20161205,13,2303.626
20161205,14,2352.325
20161205,15,2475.853
20161205,16,2701.374
20161205,17,2969.472
20161205,18,3178.827
20161205,19,3211.527
20161205,20,3230.19
20161205,21,3285.814
20161205,22,3276.93
20161205,23,3014.116
20161205,0,2990.99
20161206,1,2910.788
20161206,2,2702.626
20161206,3,2663.523
20161206,4,2486.425
20161206,5,2456.614
20161206,6,2367.899
20161206,7,2240.152
20161206,8,2085.613
20161206,9,1981.151
20161206,10,1734.303
20161206,11,1456.187
20161206,12,1362.153
20161206,13,1259.163
20161206,14,1136.727
20161206,15,1056.752
20161206,16,1079.253
20161206,17,1097.576
20161206,18,983.227
20161206,19,887.674
20161206,20,760.733
20161206,21,584.546
20161206,22,469.86
20161206,23,344.744
20161206,0,219.207
20161207,1,163.169
20161207,2,159.171
20161207,3,203.256
20161207,4,263.231
20161207,5,324.246
20161207,6,351.474
20161207,7,399.058
20161207,8,534.324
20161207,9,704.051
20161207,10,760.4
20161207,11,948.991
20161207,12,1143.314
20161207,13,1353.589
20161207,14,1505.901
20161207,15,1701.561
20161207,16,2032.963
20161207,17,2424.462
20161207,18,2856.085
20161207,19,3331.103
20161207,20,3639.755
20161207,21,3913.352
20161207,22,4084.492
20161207,23,4113.39
20161207,0,4238.963
20161208,1,4379.552
20161208,2,4418.067
20161208,3,4457.914
20161208,4,4560.989
20161208,5,4669.138
20161208,6,4715.763
20161208,7,4816.429
20161208,8,4855.415
20161208,9,4891.729
20161208,10,4880.755
20161208,11,4828.075
20161208,12,4754.563
20161208,13,4708.939
20161208,14,4674.73
20161208,15,4680.016
20161208,16,4570.227
20161208,17,4647.726
20161208,18,4826.687
20161208,19,4813.585
20161208,20,4759.15
20161208,21,4543.765
20161208,22,4396.676
20161208,23,4312.751
20161208,0,4292.765
20161209,1,4291.266
20161209,2,4239.097
20161209,3,4139.237
20161209,4,3987.31
20161209,5,3929.14
20161209,6,3738.866
20161209,7,3758.962
20161209,8,3753.741
20161209,9,3907.899
20161209,10,3900.612
20161209,11,3966.287
20161209,12,4094.515
20161209,13,4246.952
20161209,14,4453.491
20161209,15,4513.619
20161209,16,4519.191
20161209,17,4549.451
20161209,18,4389.165
20161209,19,4319.651
20161209,20,4209.264
20161209,21,4021.476
20161209,22,3733.25
20161209,23,3485.292
20161209,0,3372.501
20161210,1,3326.101
20161210,2,3293.075
20161210,3,3139.912
20161210,4,3217.016
20161210,5,3453.041
20161210,6,3802.686
20161210,7,4038.802
20161210,8,4287.976
20161210,9,4360.415
20161210,10,4443.852
20161210,11,4545.427
20161210,12,4619.33
20161210,13,4558.967
20161210,14,4487.702
20161210,15,4317.651
20161210,16,4231.788
20161210,17,4167.611
20161210,18,4049.276
20161210,19,3872.151
20161210,20,3723.663
20161210,21,3493.287
20161210,22,3425.128
20161210,23,3148.063
20161210,0,2880.693
20161211,1,2661.9
20161211,2,2430.823
20161211,3,2165.54
20161211,4,1916.828
20161211,5,1703.849
20161211,6,1476.828
20161211,7,1300.699
20161211,8,1256.376
20161211,9,1211.567
20161211,10,1067.301
20161211,11,1223.799
20161211,12,1573.825
20161211,13,1949.8
20161211,14,2584.153
20161211,15,2893.051
20161211,16,3086.238
20161211,17,3320.828
20161211,18,3491.677
20161211,19,3731.879
20161211,20,3863.639
20161211,21,3779.467
20161211,22,3748.317
20161211,23,3469.573
20161211,0,3134.825
20161212,1,3080.14
20161212,2,3215.515
20161212,3,3294.429
20161212,4,3277.75
20161212,5,3151.065
20161212,6,3105.586
20161212,7,2804.711
20161212,8,2711.651
20161212,9,2545.939
20161212,10,2264.364
20161212,11,2136.991
20161212,12,1918.292
20161212,13,1698.714
