Date,Time,Total_Wind_Power(MWh)
20130601,1,372.6
20130601,2,341.138
20130601,3,356.65
20130601,4,489.988
20130601,5,502.875
20130601,6,486.9
20130601,7,522.363
20130601,8,510.775
20130601,9,497.95
20130601,10,490.875
20130601,11,478.775
20130601,12,542.55
20130601,13,611.8
20130601,14,613.463
20130601,15,528.725
20130601,16,491.075
20130601,17,477.0
20130601,18,454.188
20130601,19,441.5
20130601,20,483.7
20130601,21,522.15
20130601,22,639.55
20130601,23,554.213
20130601,0,532.275
20130602,1,603.2
20130602,2,557.175
20130602,3,547.238
20130602,4,566.125
20130602,5,500.075
20130602,6,440.75
20130602,7,398.988
20130602,8,310.075
20130602,9,251.013
20130602,10,207.475
20130602,11,169.1
20130602,12,131.288
20130602,13,127.15
20130602,14,144.788
20130602,15,200.5
20130602,16,200.763
20130602,17,231.388
20130602,18,265.525
20130602,19,304.325
20130602,20,448.4
20130602,21,578.488
20130602,22,661.575
20130602,23,803.088
20130602,0,853.075
20130603,1,902.5
20130603,2,901.5
20130603,3,958.563
20130603,4,993.188
20130603,5,939.763
20130603,6,827.8
20130603,7,730.225
20130603,8,633.113
20130603,9,605.638
20130603,10,661.413
20130603,11,746.763
20130603,12,820.8
20130603,13,1024.813
20130603,14,1166.5
20130603,15,1186.238
20130603,16,1314.2
20130603,17,1387.4
20130603,18,1377.45
20130603,19,1340.95
20130603,20,1070.563
20130603,21,917.563
20130603,22,854.263
20130603,23,817.925
20130603,0,761.238
20130604,1,750.713
20130604,2,779.263
20130604,3,720.925
20130604,4,666.875
20130604,5,723.45
20130604,6,687.8
20130604,7,664.113
20130604,8,748.813
20130604,9,856.813
20130604,10,918.475
20130604,11,969.225
20130604,12,1035.638
20130604,13,1077.575
20130604,14,1216.275
20130604,15,1416.05
20130604,16,1460.475
20130604,17,1371.213
20130604,18,1291.988
20130604,19,1096.063
20130604,20,964.613
20130604,21,838.688
20130604,22,826.488
20130604,23,667.925
20130604,0,621.325
20130605,1,600.15
20130605,2,569.213
20130605,3,558.425
20130605,4,551.375
20130605,5,530.9
20130605,6,464.625
20130605,7,441.9
20130605,8,415.05
20130605,9,427.775
20130605,10,436.125
20130605,11,480.0
20130605,12,505.488
20130605,13,599.275
20130605,14,646.188
20130605,15,713.0
