Date,Time,Total_Wind_Power(MWh)
20130401,1,827.163
20130401,2,958.463
20130401,3,984.625
20130401,4,1043.05
20130401,5,1123.538
20130401,6,1165.363
20130401,7,1117.538
20130401,8,1079.288
20130401,9,968.95
20130401,10,923.388
20130401,11,844.3
20130401,12,785.163
20130401,13,731.65
20130401,14,731.95
20130401,15,750.638
20130401,16,743.088
20130401,17,719.313
20130401,18,630.388
20130401,19,479.975
20130401,20,342.888
20130401,21,320.288
20130401,22,280.713
20130401,23,291.713
20130401,0,271.963
20130402,1,243.775
20130402,2,182.088
20130402,3,150.625
20130402,4,134.1
20130402,5,133.063
20130402,6,138.225
20130402,7,132.163
20130402,8,99.138
20130402,9,63.138
20130402,10,63.688
20130402,11,60.075
20130402,12,69.35
20130402,13,94.525
20130402,14,102.913
20130402,15,118.35
20130402,16,147.763
20130402,17,196.213
20130402,18,244.175
20130402,19,235.625
20130402,20,270.4
20130402,21,343.775
20130402,22,352.775
20130402,23,367.138
20130402,0,395.163
20130403,1,418.138
20130403,2,437.125
20130403,3,475.4
20130403,4,493.288
20130403,5,508.925
20130403,6,566.663
20130403,7,617.363
20130403,8,699.15
20130403,9,704.263
20130403,10,734.05
20130403,11,824.038
20130403,12,1007.988
20130403,13,1128.85
20130403,14,1211.888
20130403,15,1132.638
20130403,16,1125.763
20130403,17,1132.225
20130403,18,1155.863
20130403,19,1163.275
20130403,20,1019.038
20130403,21,947.225
20130403,22,935.963
20130403,23,879.538
20130403,0,859.825
20130404,1,850.0
20130404,2,816.338
20130404,3,691.175
20130404,4,634.588
20130404,5,646.575
20130404,6,676.888
20130404,7,670.563
20130404,8,606.663
20130404,9,572.0
20130404,10,518.688
20130404,11,499.1
20130404,12,467.15
20130404,13,420.55
20130404,14,399.088
20130404,15,404.0
20130404,16,393.925
20130404,17,360.925
20130404,18,342.813
20130404,19,375.188
20130404,20,349.525
20130404,21,306.763
20130404,22,274.625
20130404,23,253.075
20130404,0,235.1
20130405,1,195.288
20130405,2,177.238
20130405,3,167.25
20130405,4,188.525
20130405,5,218.563
20130405,6,254.225
20130405,7,285.213
20130405,8,323.913
20130405,9,333.863
20130405,10,335.975
20130405,11,346.013
20130405,12,302.663
20130405,13,274.238
20130405,14,332.9
20130405,15,419.9
20130405,16,474.475
20130405,17,488.675
20130405,18,468.3
20130405,19,411.55
20130405,20,378.875
20130405,21,339.75
20130405,22,327.313
20130405,23,298.238
20130405,0,238.45
20130406,1,232.813
20130406,2,227.225
20130406,3,237.85
20130406,4,223.288
20130406,5,216.938
20130406,6,249.025
20130406,7,287.25
20130406,8,268.713
20130406,9,248.713
20130406,10,220.875
20130406,11,233.313
20130406,12,282.088
20130406,13,341.725
20130406,14,358.363
20130406,15,369.6
20130406,16,357.813
20130406,17,311.838
20130406,18,271.663
20130406,19,205.563
20130406,20,157.688
20130406,21,139.825
20130406,22,170.65
20130406,23,173.288
20130406,0,150.125
20130407,1,138.588
20130407,2,168.513
20130407,3,226.963
20130407,4,297.75
20130407,5,327.3
20130407,6,340.188
20130407,7,345.888
20130407,8,351.4
20130407,9,316.538
20130407,10,313.75
20130407,11,361.325
20130407,12,516.925
20130407,13,711.838
20130407,14,692.788
20130407,15,705.513
20130407,16,752.613
20130407,17,595.65
20130407,18,515.8
20130407,19,420.788
20130407,20,346.338
20130407,21,323.538
20130407,22,316.513
20130407,23,253.675
20130407,0,217.45
20130408,1,233.4
20130408,2,242.025
20130408,3,287.325
20130408,4,305.838
20130408,5,336.175
20130408,6,322.525
20130408,7,295.3
20130408,8,320.338
20130408,9,323.388
20130408,10,266.588
20130408,11,274.638
20130408,12,295.725
20130408,13,249.65
20130408,14,221.275
20130408,15,211.725
20130408,16,157.513
20130408,17,144.05
20130408,18,151.125
20130408,19,170.475
20130408,20,198.038
20130408,21,330.925
20130408,22,493.338
20130408,23,653.875
20130408,0,698.388
20130409,1,739.713
20130409,2,740.613
20130409,3,758.113
20130409,4,740.588
20130409,5,815.813
20130409,6,855.3
20130409,7,915.513
20130409,8,908.85
20130409,9,732.575
20130409,10,816.1
20130409,11,998.775
20130409,12,992.875
20130409,13,880.738
20130409,14,830.075
20130409,15,789.038
20130409,16,797.15
20130409,17,832.475
20130409,18,910.838
20130409,19,884.588
20130409,20,845.875
20130409,21,869.188
20130409,22,897.675
20130409,23,858.463
20130409,0,838.625
20130410,1,784.663
20130410,2,741.275
20130410,3,662.938
20130410,4,667.075
20130410,5,587.75
20130410,6,489.963
20130410,7,470.175
20130410,8,456.425
20130410,9,451.338
20130410,10,461.825
20130410,11,393.388
20130410,12,320.363
20130410,13,283.5
20130410,14,260.388
20130410,15,212.663
20130410,16,156.988
20130410,17,141.1
20130410,18,152.6
20130410,19,176.775
20130410,20,208.363
20130410,21,226.375
20130410,22,228.588
20130410,23,241.113
20130410,0,236.95
20130411,1,214.813
20130411,2,211.65
20130411,3,271.338
20130411,4,256.763
20130411,5,262.763
20130411,6,273.0
20130411,7,298.175
20130411,8,320.038
20130411,9,292.763
20130411,10,251.625
20130411,11,283.138
20130411,12,303.95
20130411,13,290.338
20130411,14,302.0
20130411,15,335.138
20130411,16,382.375
20130411,17,472.45
20130411,18,505.863
20130411,19,660.988
20130411,20,786.075
20130411,21,918.413
20130411,22,1053.888
20130411,23,1048.013
20130411,0,934.763
20130412,1,843.513
20130412,2,799.425
20130412,3,800.275
20130412,4,790.488
20130412,5,721.763
20130412,6,788.713
20130412,7,761.538
20130412,8,745.025
20130412,9,535.25
20130412,10,419.725
20130412,11,393.638
20130412,12,461.563
20130412,13,653.4
20130412,14,816.675
20130412,15,947.3
20130412,16,1057.95
20130412,17,1134.138
20130412,18,1117.413
20130412,19,1117.15
20130412,20,997.388
20130412,21,823.15
20130412,22,762.975
20130412,23,700.975
20130412,0,680.763
20130413,1,705.238
20130413,2,602.938
