Date,Time,Total_Wind_Power(MWh)
20191201,1,967.619
20191201,2,892.240
20191201,3,835.206
20191201,4,716.189
20191201,5,670.043
20191201,6,686.719
20191201,7,691.938
20191201,8,642.096
20191201,9,632.817
20191201,10,565.804
20191201,11,556.348
20191201,12,565.991
20191201,13,579.565
20191201,14,594.217
20191201,15,625.188
20191201,16,765.926
20191201,17,987.529
20191201,18,1058.142
20191201,19,1071.692
20191201,20,1102.343
20191201,21,1142.867
20191201,22,1218.871
20191201,23,1232.964
20191201,0,1187.393
20191202,1,1149.667
20191202,2,1213.208
20191202,3,1166.805
20191202,4,1238.610
20191202,5,1249.558
20191202,6,1339.909
20191202,7,1533.855
20191202,8,1647.356
20191202,9,1674.996
20191202,10,1824.145
20191202,11,1840.192
20191202,12,1926.669
20191202,13,2132.358
20191202,14,2225.567
20191202,15,2364.468
20191202,16,2374.396
20191202,17,2384.956
20191202,18,2351.421
20191202,19,2122.957
20191202,20,2142.997
20191202,21,2208.470
20191202,22,2289.292
20191202,23,1947.959
20191202,0,1758.132
20191203,1,1695.368
20191203,2,1588.904
20191203,3,1718.009
20191203,4,1660.723
20191203,5,1571.346
20191203,6,1426.370
20191203,7,1212.956
20191203,8,1106.180
20191203,9,951.592
20191203,10,787.780
20191203,11,663.183
20191203,12,587.746
20191203,13,593.718
20191203,14,790.293
20191203,15,1053.072
20191203,16,1409.138
20191203,17,1703.193
20191203,18,1967.808
20191203,19,2225.367
20191203,20,2358.919
20191203,21,2568.247
20191203,22,2881.419
20191203,23,3215.906
20191203,0,3284.807
20191204,1,3283.360
20191204,2,3303.932
20191204,3,3336.555
20191204,4,3396.835
20191204,5,3409.107
20191204,6,3321.308
20191204,7,3264.895
20191204,8,3203.528
20191204,9,3020.067
20191204,10,2804.068
20191204,11,2559.286
20191204,12,2419.509
20191204,13,2260.945
20191204,14,2108.142
20191204,15,1933.721
20191204,16,1916.181
20191204,17,1960.271
20191204,18,2061.020
20191204,19,2129.166
20191204,20,2137.383
20191204,21,2047.871
20191204,22,2099.984
20191204,23,2066.332
20191204,0,1997.251
20191205,1,1998.197
20191205,2,1963.227
20191205,3,2005.766
20191205,4,1994.643
20191205,5,2024.181
20191205,6,2037.544
20191205,7,1974.109
20191205,8,1979.219
20191205,9,1985.381
20191205,10,1710.170
20191205,11,1428.992
20191205,12,1237.433
20191205,13,1190.045
20191205,14,1330.956
20191205,15,1570.721
20191205,16,1987.285
20191205,17,2678.740
20191205,18,3126.843
20191205,19,3338.260
20191205,20,3328.955
