Date,Time,Total_Wind_Power(MWh)
20121001,1,358.488
20121001,2,374.613
20121001,3,396.425
20121001,4,392.888
20121001,5,441.275
20121001,6,505.238
20121001,7,604.775
20121001,8,734.088
20121001,9,688.113
20121001,10,391.625
20121001,11,275.263
20121001,12,298.075
20121001,13,298.450
20121001,14,269.488
20121001,15,280.588
20121001,16,219.138
20121001,17,210.100
20121001,18,225.563
20121001,19,273.500
20121001,20,351.438
20121001,21,341.138
20121001,22,359.475
20121001,23,319.763
20121001,0,318.913
20121002,1,267.500
20121002,2,186.725
20121002,3,146.900
20121002,4,138.125
20121002,5,130.288
20121002,6,156.150
20121002,7,161.463
20121002,8,186.550
20121002,9,156.288
20121002,10,97.388
20121002,11,52.513
20121002,12,57.988
20121002,13,84.788
20121002,14,111.375
20121002,15,98.975
20121002,16,88.388
20121002,17,54.288
20121002,18,33.100
20121002,19,33.288
20121002,20,43.513
20121002,21,63.650
20121002,22,58.013
20121002,23,68.650
20121002,0,60.150
20121003,1,51.513
20121003,2,44.038
20121003,3,81.963
20121003,4,97.863
20121003,5,128.588
20121003,6,137.650
20121003,7,165.413
20121003,8,206.963
20121003,9,233.600
20121003,10,147.988
20121003,11,106.588
20121003,12,122.938
20121003,13,184.413
20121003,14,227.200
20121003,15,250.525
20121003,16,260.675
20121003,17,264.513
20121003,18,256.350
20121003,19,306.138
20121003,20,459.013
20121003,21,559.988
20121003,22,599.925
20121003,23,770.600
20121003,0,778.138
20121004,1,718.713
20121004,2,617.038
20121004,3,588.188
20121004,4,664.075
20121004,5,719.988
20121004,6,749.838
20121004,7,782.563
20121004,8,812.863
20121004,9,716.100
20121004,10,668.950
20121004,11,597.463
20121004,12,585.063
20121004,13,655.050
20121004,14,746.225
20121004,15,768.550
20121004,16,870.688
20121004,17,918.675
20121004,18,1043.900
20121004,19,1220.625
20121004,20,1501.563
20121004,21,1664.613
20121004,22,1768.225
20121004,23,1792.325
20121004,0,1860.950
20121005,1,1940.025
20121005,2,1841.638
20121005,3,1660.775
20121005,4,1625.400
20121005,5,1478.300
20121005,6,1406.825
20121005,7,1242.238
20121005,8,1097.850
20121005,9,966.963
20121005,10,928.963
20121005,11,892.650
20121005,12,853.738
20121005,13,866.775
20121005,14,1001.800
20121005,15,1142.438
20121005,16,1205.288
20121005,17,1265.750
20121005,18,1520.725
20121005,19,1786.225
20121005,20,1882.338
20121005,21,1773.063
20121005,22,1822.438
20121005,23,1934.138
20121005,0,1881.763
20121006,1,1750.200
20121006,2,1685.275
20121006,3,1579.475
20121006,4,1453.975
20121006,5,1340.013
20121006,6,1191.163
20121006,7,1078.788
20121006,8,981.338
20121006,9,864.400
20121006,10,813.488
20121006,11,837.175
20121006,12,733.275
20121006,13,646.113
20121006,14,758.350
20121006,15,812.225
20121006,16,843.938
20121006,17,903.313
20121006,18,1066.000
20121006,19,1254.738
20121006,20,1477.513
20121006,21,1390.275
20121006,22,1314.963
20121006,23,1196.613
20121006,0,1072.313
20121007,1,996.888
20121007,2,857.800
20121007,3,786.563
20121007,4,708.325
20121007,5,609.163
20121007,6,589.825
20121007,7,562.113
20121007,8,560.088
20121007,9,552.163
20121007,10,580.275
20121007,11,558.300
20121007,12,542.625
20121007,13,605.638
20121007,14,632.763
20121007,15,675.063
20121007,16,635.200
20121007,17,657.638
20121007,18,665.213
20121007,19,732.625
20121007,20,900.763
20121007,21,978.325
20121007,22,1051.488
20121007,23,1099.313
20121007,0,1093.900
20121008,1,1132.313
20121008,2,1147.563
20121008,3,1180.950
20121008,4,1217.650
20121008,5,1259.200
20121008,6,1212.425
20121008,7,1268.288
20121008,8,1265.288
20121008,9,1266.513
20121008,10,1235.650
20121008,11,1276.850
20121008,12,1309.463
20121008,13,1301.600
20121008,14,1337.975
20121008,15,1248.463
20121008,16,1260.338
20121008,17,1040.263
20121008,18,842.050
20121008,19,787.013
20121008,20,771.738
20121008,21,809.113
20121008,22,827.263
20121008,23,809.100
20121008,0,904.400
20121009,1,844.363
20121009,2,826.963
20121009,3,881.575
20121009,4,893.513
20121009,5,906.613
20121009,6,1013.050
20121009,7,1190.763
20121009,8,1209.913
20121009,9,1202.850
20121009,10,1239.675
20121009,11,1309.000
20121009,12,1497.338
20121009,13,1564.725
20121009,14,1672.563
20121009,15,1736.200
20121009,16,1664.750
20121009,17,1763.863
20121009,18,1790.338
20121009,19,1759.713
20121009,20,1666.263
20121009,21,1649.175
20121009,22,1574.250
20121009,23,1507.638
20121009,0,1332.088
20121010,1,1266.513
20121010,2,1144.950
20121010,3,1134.913
20121010,4,1148.825
20121010,5,1126.938
20121010,6,963.900
20121010,7,833.225
20121010,8,779.488
20121010,9,718.150
20121010,10,565.875
20121010,11,538.150
20121010,12,567.088
20121010,13,597.125
20121010,14,570.838
20121010,15,524.788
20121010,16,609.713
20121010,17,532.563
20121010,18,407.338
20121010,19,436.575
20121010,20,494.250
20121010,21,443.900
20121010,22,408.525
20121010,23,394.388
20121010,0,354.538
20121011,1,367.063
20121011,2,353.263
20121011,3,346.713
20121011,4,338.713
20121011,5,344.675
20121011,6,304.188
20121011,7,260.263
20121011,8,271.688
20121011,9,218.113
20121011,10,163.513
20121011,11,145.863
20121011,12,152.950
20121011,13,186.800
20121011,14,175.625
20121011,15,206.163
20121011,16,219.850
20121011,17,175.525
20121011,18,149.988
20121011,19,162.400
20121011,20,199.675
20121011,21,189.288
20121011,22,150.563
20121011,23,124.950
20121011,0,133.288
20121012,1,121.000
20121012,2,102.500
20121012,3,89.650
20121012,4,94.425
20121012,5,87.313
20121012,6,88.963
20121012,7,94.425
20121012,8,89.488
20121012,9,96.800
20121012,10,72.788
20121012,11,49.788
20121012,12,64.750
20121012,13,123.788
20121012,14,186.350
20121012,15,241.475
20121012,16,302.200
20121012,17,301.750
20121012,18,368.638
20121012,19,564.575
20121012,20,758.800
20121012,21,840.050
20121012,22,885.825
